"grammar","chunk_size","chunk_id","chunk_range","control_sum","chunk_time","chunk_mem_mb"
"g1",16,6099,"97584 97599",3,0.392784117,-9
"g1",16,6100,"97600 97615",60,1.1571906140000001,1
"g1",16,6101,"97616 97631",4,0.631999543,22
"g1",16,6102,"97632 97647",2,0.27145832000000003,7
"g1",16,6103,"97648 97663",12,0.336538454,-1
"g1",16,6104,"97664 97679",5,0.419196349,4
"g1",16,6105,"97680 97695",2,0.278254404,14
"g1",16,6106,"97696 97711",2,0.399946886,-2
"g1",16,6107,"97712 97727",10,0.284494057,2
"g1",16,6108,"97728 97743",0,0.19881898,1
"g1",16,6109,"97744 97759",1,0.262980906,19
"g1",16,6110,"97760 97775",6,0.279946109,15
"g1",16,6111,"97776 97791",4,0.42145925999999995,8
"g1",16,6112,"97792 97807",0,0.225018313,13
"g1",16,6113,"97808 97823",354,1.295861269,22
"g1",16,6114,"97824 97839",3,0.280153869,-7
"g1",16,6115,"97840 97855",0,0.214831227,-25
"g1",16,6116,"97856 97871",11,0.348479488,-13
"g1",16,6117,"97872 97887",23,0.57633716,19
"g1",16,6118,"97888 97903",15,0.334051664,31
"g1",16,6119,"97904 97919",9,0.27283675,-29
"g1",16,6120,"97920 97935",4,0.475176404,27
"g1",16,6121,"97936 97951",0,0.206004558,-18
"g1",16,6122,"97952 97967",0,0.171367101,19
"g1",16,6123,"97968 97983",0,0.18979066,-5
"g1",16,6124,"97984 97999",2,0.262998577,6
"g1",16,6125,"98000 98015",14,0.30455010800000004,-4
"g1",16,6126,"98016 98031",88,0.73409576,19
"g1",16,6127,"98032 98047",16,0.26850256100000003,-15
"g1",16,6128,"98048 98063",2,0.328650925,24
"g1",16,6129,"98064 98079",0,0.186473694,1
"g1",16,6130,"98080 98095",0,0.19634509600000002,-12
"g1",16,6131,"98096 98111",11,0.35289653099999996,16
"g1",16,6132,"98112 98127",5,0.290489675,27
"g1",16,6133,"98128 98143",2,0.248627547,-12
"g1",16,6134,"98144 98159",20,0.57178526,-3
"g1",16,6135,"98160 98175",23,0.512471361,9
"g1",16,6136,"98176 98191",68,1.064271609,9
"g1",16,6137,"98192 98207",1,0.392278185,-8
"g1",16,6138,"98208 98223",40,0.587632251,2
"g1",16,6139,"98224 98239",116,0.95232276,27
"g1",16,6140,"98240 98255",9,0.251575121,-6
"g1",16,6141,"98256 98271",3,0.30831794300000004,11
"g1",16,6142,"98272 98287",35,0.873626143,16
"g1",16,6143,"98288 98303",8,0.446191389,-1
"g1",16,6144,"98304 98319",3,0.24511582,-3
"g1",16,6145,"98320 98335",45,0.518007515,16
"g1",16,6146,"98336 98351",25,0.574411201,1
"g1",16,6147,"98352 98367",16,0.346510823,-9
"g1",16,6148,"98368 98383",80,0.882322372,7
"g1",16,6149,"98384 98399",3,0.29114896399999995,11
"g1",16,6150,"98400 98415",53,0.673683355,20
"g1",16,6151,"98416 98431",5,0.303098734,4
"g1",16,6152,"98432 98447",12,0.6306590280000001,18
"g1",16,6153,"98448 98463",3,0.29039787699999997,25
"g1",16,6154,"98464 98479",30,0.464791687,33
"g1",16,6155,"98480 98495",23,0.94513378,41
"g1",16,6156,"98496 98511",2,0.281988861,-15
"g1",16,6157,"98512 98527",8,0.264195069,26
"g1",16,6158,"98528 98543",2,0.40262946899999996,2
"g1",16,6159,"98544 98559",3,0.254422835,22
"g1",16,6160,"98560 98575","",""
"g1",16,6161,"98576 98591",5,0.404841046,1
"g1",16,6162,"98592 98607",10,0.45729735699999996,39
"g1",16,6163,"98608 98623",55,0.667259356,24
"g1",16,6164,"98624 98639",0,0.209879342,-2
"g1",16,6165,"98640 98655",28,0.570750538,11
"g1",16,6166,"98656 98671",0,0.20060103899999998,12
"g1",16,6167,"98672 98687",0,0.190310983,-17
"g1",16,6168,"98688 98703",0,0.228176456,-25
"g1",16,6169,"98704 98719",3,0.28388853199999997,0
"g1",16,6170,"98720 98735",3,0.36684210100000003,13
"g1",16,6171,"98736 98751",0,0.141252893,-19
"g1",16,6172,"98752 98767",8,0.5992232749999999,0
"g1",16,6173,"98768 98783",4,0.369547825,-18
"g1",16,6174,"98784 98799",109,1.048563414,21
"g1",16,6175,"98800 98815",0,0.171462167,25
"g1",16,6176,"98816 98831",91,0.8896154770000001,12
"g1",16,6177,"98832 98847",14,0.549590006,31
"g1",16,6178,"98848 98863",0,0.17469357800000002,26
"g1",16,6179,"98864 98879",14,0.356402491,23
"g1",16,6180,"98880 98895",0,0.186084213,16
"g1",16,6181,"98896 98911",4,0.24389896100000003,3
"g1",16,6182,"98912 98927",12,0.528590243,-19
"g1",16,6183,"98928 98943",4,0.481612319,28
"g1",16,6184,"98944 98959",30,0.789906588,11
"g1",16,6185,"98960 98975",2,0.39812566800000004,30
"g1",16,6186,"98976 98991",3,0.43479294900000004,-1
"g1",16,6187,"98992 99007",148,1.369888518,45
"g1",16,6188,"99008 99023",16,0.34954627299999996,14
"g1",16,6189,"99024 99039",50,0.884953261,-27
"g1",16,6190,"99040 99055",0,0.17389970800000001,1
"g1",16,6191,"99056 99071",4,0.300667965,-8
"g1",16,6192,"99072 99087",320,1.333034811,36
"g1",16,6193,"99088 99103",9,0.406244257,20
"g1",16,6194,"99104 99119",7,0.317383568,25
"g1",16,6195,"99120 99135",2,0.30133378099999997,17
"g1",16,6196,"99136 99151",4,0.315588983,11
"g1",16,6197,"99152 99167",2,0.31557154000000004,-10
"g1",16,6198,"99168 99183",43,0.610401542,-21
"g1",16,6199,"99184 99199",8,0.446144623,18
"g1",16,6200,"99200 99215",4,0.325296492,-8
"g1",16,6201,"99216 99231",7,0.26374690500000003,-17
"g1",16,6202,"99232 99247",3,0.272045736,15
"g1",16,6203,"99248 99263",0,0.202856035,27
"g1",16,6204,"99264 99279",3,0.29893173300000003,10
"g1",16,6205,"99280 99295",0,0.166165105,-5
"g1",16,6206,"99296 99311",1,0.414290669,-1
"g1",16,6207,"99312 99327",12,0.26645203500000003,1
"g1",16,6208,"99328 99343",88,0.572340922,-7
"g1",16,6209,"99344 99359",3,0.277920567,27
"g1",16,6210,"99360 99375",7,0.379748948,-4
"g1",16,6211,"99376 99391",6,0.270084941,-26
"g1",16,6212,"99392 99407",0,0.16262642500000002,20
"g1",16,6213,"99408 99423",0,0.19028657499999999,-3
"g1",16,6214,"99424 99439",2,0.25996152499999997,30
"g1",16,6215,"99440 99455",2,0.253137691,-1
"g1",16,6216,"99456 99471",0,0.176689764,-19
"g1",16,6217,"99472 99487",1,0.296584282,-5
"g1",16,6218,"99488 99503",5,0.286650374,-26
"g1",16,6219,"99504 99519",0,0.163370023,-5
"g1",16,6220,"99520 99535",4,0.358010487,26
"g1",16,6221,"99536 99551",3,0.268610789,11
"g1",16,6222,"99552 99567",5,0.6076395,-2
"g1",16,6223,"99568 99583",9,0.417775124,6
"g1",16,6224,"99584 99599",11,0.34086982,25
"g1",16,6225,"99600 99615",0,0.20428715500000003,14
"g1",16,6226,"99616 99631",76,0.9397237669999999,24
"g1",16,6227,"99632 99647",0,0.219141366,-13
"g1",16,6228,"99648 99663",5,0.321981951,31
"g1",16,6229,"99664 99679",5,0.29933068100000004,24
"g1",16,6230,"99680 99695",2,0.24627521200000002,37
"g1",16,6231,"99696 99711",24,0.567750095,37
"g1",16,6232,"99712 99727",10,0.369350481,21
"g1",16,6233,"99728 99743",0,0.198076705,37
"g1",16,6234,"99744 99759",2,0.280810213,-16
"g1",16,6235,"99760 99775",15,0.591428304,-24
"g1",16,6236,"99776 99791",0,0.163539467,-7
"g1",16,6237,"99792 99807",3,0.293944765,29
"g1",16,6238,"99808 99823",21,0.54327214,-8
"g1",16,6239,"99824 99839",18,0.580549531,16
"g1",16,6240,"99840 99855",0,0.174609169,-36
"g1",16,6241,"99856 99871",2,0.262542794,13
"g1",16,6242,"99872 99887",0,0.16979095,11
"g1",16,6243,"99888 99903",3,0.355909583,-10
"g1",16,6244,"99904 99919",6,0.280275506,1
"g1",16,6245,"99920 99935",0,0.155189212,2
"g1",16,6246,"99936 99951",25,0.35756093499999997,-13
"g1",16,6247,"99952 99967",13,0.57637828,10
"g1",16,6248,"99968 99983",663,1.594687081,11
"g1",16,6249,"99984 99999",4,0.40673039299999997,17
"g1",16,6250,"100000 100015",111,0.973920166,11
"g1",16,6251,"100016 100031",0,0.190334715,-19
"g1",16,6252,"100032 100047",11,0.380253391,32
"g1",16,6253,"100048 100063",10,0.323354904,38
"g1",16,6254,"100064 100079",3,0.343551453,19
"g1",16,6255,"100080 100095",6,0.283966464,5
"g1",16,6256,"100096 100111",3,0.291055512,14
"g1",16,6257,"100112 100127",1,0.40584366899999996,35
"g1",16,6258,"100128 100143",22,0.44745044,31
"g1",16,6259,"100144 100159",29,0.712908747,21
"g1",16,6260,"100160 100175",2,0.307349668,22
"g1",16,6261,"100176 100191","",""
"g1",16,6262,"100192 100207",103,1.159892494,11
"g1",16,6263,"100208 100223",408,1.55151107,15
"g1",16,6264,"100224 100239",4,0.28657917200000005,14
"g1",16,6265,"100240 100255",23,0.6475419769999999,-17
"g1",16,6266,"100256 100271",0,0.197729606,23
"g1",16,6267,"100272 100287",4,0.286090736,29
"g1",16,6268,"100288 100303",13,0.36343733300000003,8
"g1",16,6269,"100304 100319",48,0.6755018199999999,37
"g1",16,6270,"100320 100335",163,0.751327077,24
"g1",16,6271,"100336 100351",0,0.205811059,-6
"g1",16,6272,"100352 100367",135,0.49631624399999996,-10
"g1",16,6273,"100368 100383",11,0.566647234,43
"g1",16,6274,"100384 100399",17,0.347154353,17
"g1",16,6275,"100400 100415",4,0.289541883,-5
"g1",16,6276,"100416 100431",0,0.169783542,15
"g1",16,6277,"100432 100447",4,0.29976954699999997,14
"g1",16,6278,"100448 100463",12,0.35868346700000003,-30
"g1",16,6279,"100464 100479",2,0.269724468,17
"g1",16,6280,"100480 100495",4,0.492006842,4
"g1",16,6281,"100496 100511",6,0.30949831699999997,8
"g1",16,6282,"100512 100527",99,0.8020413089999999,-11
"g1",16,6283,"100528 100543",4,0.403119489,0
"g1",16,6284,"100544 100559",4,0.274012497,2
"g1",16,6285,"100560 100575",43,0.720460911,-35
"g1",16,6286,"100576 100591",2,0.274622541,31
"g1",16,6287,"100592 100607",0,0.18222090600000002,24
"g1",16,6288,"100608 100623",7,0.28485442499999997,-16
"g1",16,6289,"100624 100639",11,0.285429122,-1
"g1",16,6290,"100640 100655",11,0.403294056,27
"g1",16,6291,"100656 100671",0,0.187299104,3
"g1",16,6292,"100672 100687",0,0.213883267,-1
"g1",16,6293,"100688 100703",12,0.286099275,-37
"g1",16,6294,"100704 100719",0,0.179585938,8
"g1",16,6295,"100720 100735",4,0.375829117,17
"g1",16,6296,"100736 100751",0,0.147702588,1
"g1",16,6297,"100752 100767",7,0.255107176,6
"g1",16,6298,"100768 100783",3,0.335149631,-35
"g1",16,6299,"100784 100799",3,0.295089344,30
"g1",16,6300,"100800 100815",0,0.185402626,-11
"g1",16,6301,"100816 100831",0,0.198240491,22
"g1",16,6302,"100832 100847",3,0.29579281700000004,26
"g1",16,6303,"100848 100863",21,0.694621957,19
"g1",16,6304,"100864 100879",2,0.261184699,32
"g1",16,6305,"100880 100895",2,0.301043697,-13
"g1",16,6306,"100896 100911",6,0.584853403,-6
"g1",16,6307,"100912 100927",4,0.356051512,-13
"g1",16,6308,"100928 100943",25,0.358786679,17
"g1",16,6309,"100944 100959",15,0.42001358499999997,7
"g1",16,6310,"100960 100975",80,0.755696076,22
"g1",16,6311,"100976 100991",0,0.21053988,10
"g1",16,6312,"100992 101007",0,0.210784277,19
"g1",16,6313,"101008 101023",19,0.591967138,0
"g1",16,6314,"101024 101039",4,0.297318146,-4
"g1",16,6315,"101040 101055",0,0.161087331,0
"g1",16,6316,"101056 101071",24,0.551695154,15
"g1",16,6317,"101072 101087",0,0.192711558,29
"g1",16,6318,"101088 101103",11,0.507242698,12
"g1",16,6319,"101104 101119",5,0.266428069,13
"g1",16,6320,"101120 101135",0,0.160012047,4
"g1",16,6321,"101136 101151",12,0.420165121,30
"g1",16,6322,"101152 101167",0,0.196927908,3
"g1",16,6323,"101168 101183",2,0.292859023,17
"g1",16,6324,"101184 101199",7,0.470840895,15
"g1",16,6325,"101200 101215",12,0.510488519,-4
"g1",16,6326,"101216 101231",10,0.38305920600000004,21
"g1",16,6327,"101232 101247",11,0.309246862,-1
"g1",16,6328,"101248 101263",15,0.888427906,34
"g1",16,6329,"101264 101279",117,0.886404729,20
"g1",16,6330,"101280 101295",3,0.324104923,-6
"g1",16,6331,"101296 101311",2,0.25172300999999997,40
"g1",16,6332,"101312 101327",5,0.275192476,-9
"g1",16,6333,"101328 101343",161,0.654343928,28
"g1",16,6334,"101344 101359",14,0.406638199,4
"g1",16,6335,"101360 101375",0,0.190571082,-6
"g1",16,6336,"101376 101391",1,0.27401120300000004,0
"g1",16,6337,"101392 101407",2,0.286563929,-22
"g1",16,6338,"101408 101423",75,1.010169833,17
"g1",16,6339,"101424 101439",4,0.264535529,29
"g1",16,6340,"101440 101455",8,0.510032566,-35
"g1",16,6341,"101456 101471",78,0.777517743,-9
"g1",16,6342,"101472 101487",78,0.7149382409999999,26
"g1",16,6343,"101488 101503",11,0.264110381,13
"g1",16,6344,"101504 101519",0,0.18764978400000001,6
"g1",16,6345,"101520 101535",15,0.750561755,-20
"g1",16,6346,"101536 101551",10,0.36275123400000003,-6
"g1",16,6347,"101552 101567",8,0.29861289,47
"g1",16,6348,"101568 101583",0,0.188869969,3
"g1",16,6349,"101584 101599",28,0.533065567,16
"g1",16,6350,"101600 101615",14,0.363643007,1
"g1",16,6351,"101616 101631",7,0.39863354900000003,1
"g1",16,6352,"101632 101647",2,0.269345196,-46
"g1",16,6353,"101648 101663",0,0.166847392,22
"g1",16,6354,"101664 101679",2,0.28678672699999996,20
"g1",16,6355,"101680 101695",11,0.41929290300000005,-22
"g1",16,6356,"101696 101711",269,1.1797175549999999,-17
"g1",16,6357,"101712 101727",4,0.293066238,17
"g1",16,6358,"101728 101743",0,0.190617344,16
"g1",16,6359,"101744 101759",9,0.579017879,21
"g1",16,6360,"101760 101775",0,0.191715563,-2
"g1",16,6361,"101776 101791",3,0.272185646,-5
"g1",16,6362,"101792 101807","",""
"g1",16,6363,"101808 101823",13,0.81945673,3
"g1",16,6364,"101824 101839",8,0.34913181200000004,-1
"g1",16,6365,"101840 101855",47,0.829355265,11
"g1",16,6366,"101856 101871",0,0.22999854199999997,20
"g1",16,6367,"101872 101887",9,0.560768704,6
"g1",16,6368,"101888 101903",5,0.23914447000000003,5
"g1",16,6369,"101904 101919",11,0.401780977,-1
"g1",16,6370,"101920 101935",0,0.18896076099999998,13
"g1",16,6371,"101936 101951",39,0.7366361379999999,40
"g1",16,6372,"101952 101967",10,0.421391877,11
"g1",16,6373,"101968 101983",18,0.535717922,7
"g1",16,6374,"101984 101999",13,0.562794442,24
"g1",16,6375,"102000 102015",0,0.19211947799999998,8
"g1",16,6376,"102016 102031",11,0.28445039000000005,22
"g1",16,6377,"102032 102047",0,0.181911025,9
"g1",16,6378,"102048 102063",0,0.201844112,-8
"g1",16,6379,"102064 102079",4,0.29774350099999997,17
"g1",16,6380,"102080 102095",1,0.28438262,27
"g1",16,6381,"102096 102111",3,0.248835544,35
"g1",16,6382,"102112 102127",0,0.226206449,-19
"g1",16,6383,"102128 102143",10,0.36627258999999995,-8
"g1",16,6384,"102144 102159",17,0.5038437379999999,20
"g1",16,6385,"102160 102175",30,0.460064441,33
"g1",16,6386,"102176 102191",0,0.183360832,42
"g1",16,6387,"102192 102207",57,0.969457902,6
"g1",16,6388,"102208 102223",10,0.7230818090000001,19
"g1",16,6389,"102224 102239",5,0.290640324,-12
"g1",16,6390,"102240 102255",5,0.28600942199999996,-30
"g1",16,6391,"102256 102271",12,0.320387937,-3
"g1",16,6392,"102272 102287",46,0.679125979,25
"g1",16,6393,"102288 102303",25,0.561493485,-2
"g1",16,6394,"102304 102319",6,0.29538879500000004,28
"g1",16,6395,"102320 102335",8,0.342617226,-2
"g1",16,6396,"102336 102351",2,0.36873725,8
"g1",16,6397,"102352 102367",6,0.45499608999999996,38
"g1",16,6398,"102368 102383",18,0.500119808,-16
"g1",16,6399,"102384 102399",52,0.46850729,18
"g1",16,6400,"102400 102415",21,0.357687627,32
"g1",16,6401,"102416 102431",13,0.345079639,22
"g1",16,6402,"102432 102447",12,0.276966006,21
"g1",16,6403,"102448 102463",7,0.239988765,15
"g1",16,6404,"102464 102479",11,0.34801243699999995,-20
"g1",16,6405,"102480 102495",7,0.329702732,2
"g1",16,6406,"102496 102511",17,0.564938217,-15
"g1",16,6407,"102512 102527",2,0.265367632,24
"g1",16,6408,"102528 102543",9,0.369449417,-19
"g1",16,6409,"102544 102559",28,0.462875052,-11
"g1",16,6410,"102560 102575",15,0.38061145900000004,34
"g1",16,6411,"102576 102591",5,0.492040432,-2
"g1",16,6412,"102592 102607",11,0.347801055,9
"g1",16,6413,"102608 102623",9,0.338916215,13
"g1",16,6414,"102624 102639",2,0.294591443,13
"g1",16,6415,"102640 102655",18,0.444699953,3
"g1",16,6416,"102656 102671",28,0.74624729,-5
"g1",16,6417,"102672 102687",27,0.587418576,24
"g1",16,6418,"102688 102703",41,0.49256795,34
"g1",16,6419,"102704 102719",28,0.606561613,30
"g1",16,6420,"102720 102735",2,0.40040366,-2
"g1",16,6421,"102736 102751",0,0.185942018,4
"g1",16,6422,"102752 102767",4,0.392846792,-16
"g1",16,6423,"102768 102783",0,0.152976572,-31
"g1",16,6424,"102784 102799",0,0.172829918,12
"g1",16,6425,"102800 102815",0,0.21117412400000002,-10
"g1",16,6426,"102816 102831",6,0.531419039,4
"g1",16,6427,"102832 102847",4,0.272400846,-11
"g1",16,6428,"102848 102863",0,0.160700633,1
"g1",16,6429,"102864 102879",3,0.362339073,-8
"g1",16,6430,"102880 102895",0,0.18568020200000002,34
"g1",16,6431,"102896 102911",3,0.289280398,-5
"g1",16,6432,"102912 102927",9,0.27659477600000004,23
"g1",16,6433,"102928 102943",0,0.157607474,20
"g1",16,6434,"102944 102959",2,0.27379472,13
"g1",16,6435,"102960 102975",3,0.3023279,-2
"g1",16,6436,"102976 102991",24,0.36836994900000003,-24
"g1",16,6437,"102992 103007",2,0.298709453,35
"g1",16,6438,"103008 103023",9,0.39326392099999996,-42
"g1",16,6439,"103024 103039",3,0.270553029,9
"g1",16,6440,"103040 103055",5,0.291880884,1
"g1",16,6441,"103056 103071",0,0.14827773400000002,14
"g1",16,6442,"103072 103087",36,0.819637391,24
"g1",16,6443,"103088 103103",3,0.441691934,-13
"g1",16,6444,"103104 103119",2,0.27798726,-25
"g1",16,6445,"103120 103135",4,0.288297211,22
"g1",16,6446,"103136 103151",13,0.513812118,-12
"g1",16,6447,"103152 103167",2,0.291130075,15
"g1",16,6448,"103168 103183",79,0.73877091,28
"g1",16,6449,"103184 103199",51,0.627496135,23
"g1",16,6450,"103200 103215",9,0.452780587,17
"g1",16,6451,"103216 103231",2,0.260003933,3
"g1",16,6452,"103232 103247",6,0.257850992,-19
"g1",16,6453,"103248 103263",0,0.194798317,27
"g1",16,6454,"103264 103279",0,0.17339360099999998,-47
"g1",16,6455,"103280 103295",4,0.29187767000000003,9
"g1",16,6456,"103296 103311",5,0.26307286599999996,1
"g1",16,6457,"103312 103327",11,0.32011286899999997,-8
"g1",16,6458,"103328 103343",23,0.354275831,-2
"g1",16,6459,"103344 103359",0,0.18079340600000002,5
"g1",16,6460,"103360 103375",0,0.172563071,5
"g1",16,6461,"103376 103391",7,0.26002394500000003,-1
"g1",16,6462,"103392 103407",2,0.27400076,14
"g1",16,6463,"103408 103423","",""
"g1",16,6464,"103424 103439",19,0.433140941,-16
"g1",16,6465,"103440 103455",2,0.30352024699999997,32
"g1",16,6466,"103456 103471",3,0.399448992,8
"g1",16,6467,"103472 103487",27,0.8889757909999999,7
"g1",16,6468,"103488 103503",5,0.296940357,7
"g1",16,6469,"103504 103519",176,1.0429418940000001,-39
"g1",16,6470,"103520 103535",4,0.24851098200000002,25
"g1",16,6471,"103536 103551",3,0.271371475,3
"g1",16,6472,"103552 103567",3,0.296426366,-4
"g1",16,6473,"103568 103583",268,1.192313298,24
"g1",16,6474,"103584 103599",0,0.162930714,19
"g1",16,6475,"103600 103615",5,0.31141115,10
"g1",16,6476,"103616 103631",4,0.271921953,26
"g1",16,6477,"103632 103647",1,0.369948407,20
"g1",16,6478,"103648 103663",17,0.460539486,31
"g1",16,6479,"103664 103679",9,0.519346347,26
"g1",16,6480,"103680 103695",19,1.066064707,8
"g1",16,6481,"103696 103711",66,0.77568441,32
"g1",16,6482,"103712 103727",7,0.28929528499999996,30
"g1",16,6483,"103728 103743",38,0.5733315290000001,-1
"g1",16,6484,"103744 103759",3,0.391364778,-1
"g1",16,6485,"103760 103775",5,0.29079472500000003,-15
"g1",16,6486,"103776 103791",19,0.608163953,20
"g1",16,6487,"103792 103807",9,0.411868595,35
"g1",16,6488,"103808 103823",0,0.245303185,13
"g1",16,6489,"103824 103839",5,0.359449299,35
"g1",16,6490,"103840 103855",0,0.20285262499999998,11
"g1",16,6491,"103856 103871",3,0.276526521,1
"g1",16,6492,"103872 103887",41,0.938908067,19
"g1",16,6493,"103888 103903",68,0.765029628,-4
"g1",16,6494,"103904 103919",9,0.262151802,-10
"g1",16,6495,"103920 103935",4,0.29968835,4
"g1",16,6496,"103936 103951",6,0.265700567,22
"g1",16,6497,"103952 103967",12,0.325094961,3
"g1",16,6498,"103968 103983",1,0.307942583,36
"g1",16,6499,"103984 103999",0,0.16524550899999998,20
"g1",16,6500,"104000 104015",10,0.5818407529999999,-8
"g1",16,6501,"104016 104031",6,0.391627312,23
"g1",16,6502,"104032 104047",2,0.25673490099999996,24
"g1",16,6503,"104048 104063",2,0.399387462,3
"g1",16,6504,"104064 104079",0,0.174519754,-2
"g1",16,6505,"104080 104095",9,0.423367657,12
"g1",16,6506,"104096 104111",0,0.21790266,2
"g1",16,6507,"104112 104127",0,0.16724140399999998,-31
"g1",16,6508,"104128 104143",2,0.250417607,0
"g1",16,6509,"104144 104159",11,0.5135355140000001,-9
"g1",16,6510,"104160 104175",0,0.209711703,-4
"g1",16,6511,"104176 104191",2,0.291397924,30
"g1",16,6512,"104192 104207",6,0.473024956,23
"g1",16,6513,"104208 104223",5,0.34120592699999996,-17
"g1",16,6514,"104224 104239",6,0.27489321899999997,-4
"g1",16,6515,"104240 104255",0,0.18911171,9
"g1",16,6516,"104256 104271",11,0.358067061,25
"g1",16,6517,"104272 104287",0,0.196078241,-18
"g1",16,6518,"104288 104303",0,0.16644247999999998,-30
"g1",16,6519,"104304 104319",1,0.274281049,32
"g1",16,6520,"104320 104335",68,0.697652586,23
"g1",16,6521,"104336 104351",5,0.29335512799999997,17
"g1",16,6522,"104352 104367",0,0.173571376,29
"g1",16,6523,"104368 104383",5,0.300691037,-1
"g1",16,6524,"104384 104399",15,0.5899129809999999,18
"g1",16,6525,"104400 104415",0,0.15568167,41
"g1",16,6526,"104416 104431",26,0.44285502000000004,31
"g1",16,6527,"104432 104447",18,1.427001151,27
"g1",16,6528,"104448 104463",3,0.405591199,17
"g1",16,6529,"104464 104479",110,0.7523430019999999,10
"g1",16,6530,"104480 104495",16,0.5523801740000001,-7
"g1",16,6531,"104496 104511",0,0.191216089,7
"g1",16,6532,"104512 104527",79,0.917807217,-36
"g1",16,6533,"104528 104543",5,0.216554983,-2
"g1",16,6534,"104544 104559",3,0.373430741,-18
"g1",16,6535,"104560 104575",99,0.817731985,-14
"g1",16,6536,"104576 104591",13,0.458047344,34
"g1",16,6537,"104592 104607",6,0.40437392099999997,6
"g1",16,6538,"104608 104623",0,0.205173293,-8
"g1",16,6539,"104624 104639",4,0.324684559,34
"g1",16,6540,"104640 104655",2,0.265465899,7
"g1",16,6541,"104656 104671",9,0.377755763,18
"g1",16,6542,"104672 104687",28,0.396466973,27
"g1",16,6543,"104688 104703",3,0.266546395,28
"g1",16,6544,"104704 104719",1,0.306582657,18
"g1",16,6545,"104720 104735",24,0.743080701,15
"g1",16,6546,"104736 104751",3,0.367627794,6
"g1",16,6547,"104752 104767",8,0.362934705,-29
"g1",16,6548,"104768 104783",20,0.546107675,9
"g1",16,6549,"104784 104799",13,0.296112571,-5
"g1",16,6550,"104800 104815",112,1.128971168,2
"g1",16,6551,"104816 104831",46,1.204853388,23
"g1",16,6552,"104832 104847",16,0.6112243580000001,14
"g1",16,6553,"104848 104863",4,0.32918432599999997,32
"g1",16,6554,"104864 104879",2,0.257543928,10
"g1",16,6555,"104880 104895",0,0.213586704,-5
"g1",16,6556,"104896 104911",4,0.273233516,-4
"g1",16,6557,"104912 104927",109,0.957109355,-4
"g1",16,6558,"104928 104943",2,0.236832109,-17
"g1",16,6559,"104944 104959",9,0.339575241,4
"g1",16,6560,"104960 104975",21,0.630890693,26
"g1",16,6561,"104976 104991",14,0.28601265000000003,-7
"g1",16,6562,"104992 105007",55,0.8111842739999999,-1
"g1",16,6563,"105008 105023",177,1.250173704,35
"g1",16,6564,"105024 105039","",""
"g1",16,6565,"105040 105055",133,1.211963252,32
"g1",16,6566,"105056 105071",175,1.290644983,-1
"g1",16,6567,"105072 105087",0,0.202219063,18
"g1",16,6568,"105088 105103",26,0.694811178,13
"g1",16,6569,"105104 105119",15,0.370655456,6
"g1",16,6570,"105120 105135",0,0.187742628,15
"g1",16,6571,"105136 105151",3,0.306925004,4
"g1",16,6572,"105152 105167",0,0.181246419,26
"g1",16,6573,"105168 105183",64,0.799677355,12
"g1",16,6574,"105184 105199",14,0.41096684499999997,16
"g1",16,6575,"105200 105215",9,0.347836098,-7
"g1",16,6576,"105216 105231",4,0.369166491,21
"g1",16,6577,"105232 105247",34,0.801605276,10
"g1",16,6578,"105248 105263",14,0.39752491900000003,-8
"g1",16,6579,"105264 105279",27,0.505617436,12
"g1",16,6580,"105280 105295",220,1.383341705,21
"g1",16,6581,"105296 105311",0,0.16899486200000002,22
"g1",16,6582,"105312 105327",7,0.390920057,-2
"g1",16,6583,"105328 105343",50,0.9360315389999999,23
"g1",16,6584,"105344 105359",3,0.433075263,-3
"g1",16,6585,"105360 105375",29,0.528920451,1
"g1",16,6586,"105376 105391",0,0.191675389,5
"g1",16,6587,"105392 105407",79,0.939637446,21
"g1",16,6588,"105408 105423",0,0.17591906,15
"g1",16,6589,"105424 105439",38,0.441795352,9
"g1",16,6590,"105440 105455",2,0.256254099,-2
"g1",16,6591,"105456 105471",2,0.26239520499999996,18
"g1",16,6592,"105472 105487",0,0.226118425,8
"g1",16,6593,"105488 105503",0,0.20241787400000003,-8
"g1",16,6594,"105504 105519",3,0.393339246,23
"g1",16,6595,"105520 105535",5,0.303605726,-15
"g1",16,6596,"105536 105551",0,0.192019407,-23
"g1",16,6597,"105552 105567",13,0.507913511,15
"g1",16,6598,"105568 105583",0,0.18775095,40
"g1",16,6599,"105584 105599",3,0.307909377,21
"g1",16,6600,"105600 105615",5,0.39429095999999997,33
"g1",16,6601,"105616 105631",4,0.513055688,6
"g1",16,6602,"105632 105647",21,0.357293681,18
"g1",16,6603,"105648 105663",191,1.112976526,5
"g1",16,6604,"105664 105679",2,0.541849899,27
"g1",16,6605,"105680 105695",0,0.16687966,-1
"g1",16,6606,"105696 105711",20,1.03082084,41
"g1",16,6607,"105712 105727",10,0.36399329599999997,-4
"g1",16,6608,"105728 105743",22,0.360363074,28
"g1",16,6609,"105744 105759",4,0.264856229,-3
"g1",16,6610,"105760 105775",5,0.329356449,5
"g1",16,6611,"105776 105791",4,0.273538614,-8
"g1",16,6612,"105792 105807",39,0.757906147,-5
"g1",16,6613,"105808 105823",14,0.564764979,3
"g1",16,6614,"105824 105839",0,0.166144212,18
"g1",16,6615,"105840 105855",5,0.265104638,-1
